pl_name,hostname,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_rade,discoverymethod,disc_year,disc_facility
HAT-P-28 b,HAT-P-28,0.0434,0.051,198.953,13.585,Transit,2011,HATNet
HAT-P-29 b,HAT-P-29,0.0667,0.09,279.6904,13.115,Transit,2011,HATNet
HAT-P-3 b,HAT-P-3,0.03866,0.0,206.5895,10.536,Transit,2007,HATNet
HAT-P-30 b,HAT-P-30,0.0419,0.04,263.7989,16.141,Transit,2011,HATNet
HAT-P-31 b,HAT-P-31,0.061,0.25,721.4741,12.218,Transit,2011,HATNet
HAT-P-32 b,HAT-P-32,0.03397,0.159,216.1244,22.194,Transit,2011,HATNet
HAT-P-33 b,HAT-P-33,0.04995,0.0,292.4036,20.737,Transit,2011,HATNet
HAT-P-34 b,HAT-P-34,0.06774,0.432,1058.3739,13.417,Transit,2011,HATNet
HAT-P-35 b,HAT-P-35,0.04978,0.02,335.62848,14.93,Transit,2011,HATNet
HAT-P-36 b,HAT-P-36,0.0241,0.063,587.41341,14.314,Transit,2011,HATNet
HAT-P-37 b,HAT-P-37,0.0379,0.058,371.528,13.204,Transit,2011,HATNet
HAT-P-38 b,HAT-P-38,0.0523,0.067,84.857,9.247,Transit,2012,HATNet
HAT-P-39 b,HAT-P-39,0.0509,0.0,190.372,17.609,Transit,2012,HATNet
HAT-P-4 b,HAT-P-4,0.04438,0.0,213.255,14.28,Transit,2007,HATNet
HAT-P-40 b,HAT-P-40,0.0608,0.0,152.5584,17.038,Transit,2012,HATNet
HAT-P-41 b,HAT-P-41,0.04258,0.0,378.2177,22.978,Transit,2012,HATNet
HAT-P-42 b,HAT-P-42,0.0575,0.0,331.801,14.348,Transit,2012,HATNet
HAT-P-43 b,HAT-P-43,0.0444,0.21,210.395,13.63,Transit,2012,HATNet
HAT-P-44 b,HAT-P-44,0.0507,0.044,111.871,13.922,Transit,2014,HATNet
HAT-P-44 c,HAT-P-44,1.752,0.494,1271.3,13.0,Radial Velocity,2014,W. M. Keck Observatory
HAT-P-45 b,HAT-P-45,0.0452,0.049,283.492,15.984,Transit,2014,HATNet
HAT-P-46 b,HAT-P-46,0.0577,0.123,156.684,14.392,Transit,2014,HATNet
HAT-P-49 b,HAT-P-49,0.04378,0.0,699.226,17.822,Transit,2014,HATNet
HAT-P-5 b,HAT-P-5,0.04073,0.0,311.4734,13.563,Transit,2007,HATNet
HAT-P-50 b,HAT-P-50,0.0453,0.115,429.0705,14.437,Transit,2015,HATNet
HAT-P-51 b,HAT-P-51,0.05069,0.123,98.20947,14.493,Transit,2015,HATNet
HAT-P-52 b,HAT-P-52,0.03694,0.047,259.98494,11.31,Transit,2015,HATNet
HAT-P-53 b,HAT-P-53,0.03159,0.134,471.65972,14.773,Transit,2015,HATNet
HAT-P-54 b,HAT-P-54,0.04117,0.074,241.5508,10.581,Transit,2015,HATNet
HAT-P-55 b,HAT-P-55,0.04604,0.139,184.97706,13.249,Transit,2015,HATNet
HAT-P-56 b,HAT-P-56,0.0423,0.29,734.1873,16.926,Transit,2015,HATNet
HAT-P-57 b,HAT-P-57,0.0406,0.0,448.1403,19.504,Transit,2015,HATNet
HAT-P-58 b,HAT-P-58,0.04994,0.073,118.23217,14.93,Transit,2021,HATNet
HAT-P-59 b,HAT-P-59,0.05064,0.03,489.45575,12.588,Transit,2021,HATNet
HAT-P-6 b,HAT-P-6,0.05239,0.0,419.5356,16.589,Transit,2007,HATNet
HAT-P-60 b,HAT-P-60,0.06277,0.25,182.43351,18.282,Transit,2021,HATNet
HAT-P-61 b,HAT-P-61,0.0301,0.113,335.94463,10.077,Transit,2021,HATNet
HAT-P-62 b,HAT-P-62,0.03772,0.101,241.86742,12.027,Transit,2021,HATNet
HAT-P-63 b,HAT-P-63,0.04294,0.069,195.14664,12.543,Transit,2021,HATNet
HAT-P-64 b,HAT-P-64,0.05387,0.101,184.34048,19.089,Transit,2021,HATNet
HAT-P-65 b,HAT-P-65,0.03951,0.304,167.49641,21.185,Transit,2016,HATNet
HAT-P-66 b,HAT-P-66,0.04363,0.09,248.86089,17.822,Transit,2016,HATNet
HAT-P-67 b,HAT-P-67,0.06505,0.0,108.0622,23.371,Transit,2017,HATNet
HAT-P-68 b,HAT-P-68,0.02996,0.041,230.10892,12.016,Transit,2020,HATNet
HAT-P-69 b,HAT-P-69,0.06555,0.0,1137.8314,18.786,Transit,2019,HATNet
HAT-P-7 b,HAT-P-7,0.03676,0.0,584.8072,16.926,Transit,2008,HATNet
HAT-P-70 b,HAT-P-70,0.04739,0.0,2154.8874,20.961,Transit,2019,HATNet
HAT-P-8 b,HAT-P-8,0.04496,0.0,406.8224,15.693,Transit,2008,HATNet
HAT-P-9 b,HAT-P-9,0.05287,0.084,238.05467,15.614,Transit,2008,HATNet
HATS-1 b,HATS-1,0.0444,0.12,589.55,14.594,Transit,2012,HATSouth
HATS-10 b,HATS-10,0.04491,0.501,167.17858,10.862,Transit,2015,HATSouth
HATS-11 b,HATS-11,0.0507,0.34,263.7989,18.03,Transit,2016,HATSouth
HATS-12 b,HATS-12,0.0441,0.085,759.6137,7.76,Transit,2016,HATSouth
HATS-13 b,HATS-13,0.04057,0.181,172.58169,13.585,Transit,2015,HATSouth
HATS-14 b,HATS-14,0.03815,0.142,340.39593,11.646,Transit,2015,HATSouth
HATS-15 b,HATS-15,0.02712,0.126,689.6911,12.386,Transit,2016,HATSouth
HATS-16 b,HATS-16,0.03744,0.0,1039.3041,14.572,Transit,2016,HATSouth
HATS-17 b,HATS-17,0.1308,0.029,425.25654,8.709,Transit,2016,HATSouth
HATS-18 b,HATS-18,0.0174,0.166,629.14449,14.897,Transit,2016,Multiple Observatories
HATS-2 b,HATS-2,0.023,0.0,427.463,13.092,Transit,2013,HATSouth
HATS-22 b,HATS-22,0.05025,0.079,870.8542,10.682,Transit,2017,HATSouth
HATS-23 b,HATS-23,0.03397,0.114,467.2101,20.849,Transit,2017,HATSouth
HATS-24 b,HATS-24,0.0238,0.0,718.2958,15.637,Transit,2017,HATSouth
HATS-25 b,HATS-25,0.05163,0.176,194.82979,14.123,Transit,2016,HATSouth
HATS-26 b,HATS-26,0.04735,0.245,206.5895,19.616,Transit,2016,HATSouth
HATS-27 b,HATS-27,0.0611,0.581,168.4499,16.814,Transit,2016,HATSouth
HATS-28 b,HATS-28,0.04131,0.202,213.58176,13.384,Transit,2016,HATSouth
HATS-29 b,HATS-29,0.05475,0.158,207.54299,14.022,Transit,2016,HATSouth
HATS-3 b,HATS-3,0.0485,0.0,340.382,15.48,Transit,2013,HATSouth
HATS-30 b,HATS-30,0.04354,0.096,224.38798,13.171,Transit,2016,HATSouth
HATS-31 b,HATS-31,0.0478,0.233,279.6904,18.383,Transit,2016,HATSouth
HATS-32 b,HATS-32,0.04024,0.471,292.4036,14.0,Transit,2016,HATSouth
HATS-33 b,HATS-33,0.03727,0.08,378.85336,13.787,Transit,2016,HATSouth
HATS-34 b,HATS-34,0.03166,0.108,299.07803,16.029,Transit,2016,HATSouth
HATS-35 b,HATS-35,0.03199,0.306,388.38826,16.41,Transit,2016,HATSouth
HATS-36 b,HATS-36,0.0523,0.105,1022.14128,12.92,Transit,2018,HATSouth
HATS-37 A b,HATS-37 A,0.04913,0.0,31.46517,6.793,Transit,2020,HATSouth
HATS-38 b,HATS-38,0.05036,0.0,23.51942,6.882,Transit,2020,HATSouth
HATS-39 b,HATS-39,0.06007,0.275,200.2329,17.598,Transit,2018,HATSouth
HATS-4 b,HATS-4,0.0362,0.013,420.471,11.433,Transit,2014,HATSouth
HATS-40 b,HATS-40,0.04997,0.312,505.3497,17.71,Transit,2018,HATSouth
HATS-41 b,HATS-41,0.0583,0.38,3082.951,14.908,Transit,2018,HATSouth
HATS-42 b,HATS-42,0.03689,0.229,597.5204,15.693,Transit,2018,HATSouth
HATS-43 b,HATS-43,0.04944,0.173,82.95363,13.227,Transit,2018,HATSouth
HATS-44 b,HATS-44,0.03649,0.279,177.9848,11.96,Transit,2018,HATSouth
HATS-45 b,HATS-45,0.05511,0.24,222.481,14.415,Transit,2018,HATSouth
HATS-46 b,HATS-46,0.05367,0.559,54.98459,10.122,Transit,2018,HATSouth
HATS-47 b,HATS-47,0.04269,0.088,117.27927,12.52,Transit,2020,HATSouth
HATS-48 A b,HATS-48 A,0.03769,0.162,77.23269,8.967,Transit,2020,HATSouth
HATS-49 b,HATS-49,0.04515,0.071,112.19399,8.575,Transit,2020,HATSouth
HATS-5 b,HATS-5,0.0542,0.019,75.323,10.223,Transit,2014,HATSouth
HATS-50 b,HATS-50,0.05046,0.516,123.9537,12.666,Transit,2017,HATSouth
HATS-51 b,HATS-51,0.04639,0.33,244.09344,15.805,Transit,2017,HATSouth
HATS-52 b,HATS-52,0.02498,0.246,711.9392,15.491,Transit,2017,HATSouth
HATS-53 b,HATS-53,0.04753,0.33,189.10885,15.02,Transit,2017,HATSouth
HATS-54 b,HATS-54,0.037,0.0,239.32479,11.377,Transit,2019,HATSouth
HATS-55 b,HATS-55,0.05412,0.092,292.72143,14.022,Transit,2019,HATSouth
HATS-56 b,HATS-56,0.06043,0.019,191.33366,18.921,Transit,2019,HATSouth
HATS-57 b,HATS-57,0.03493,0.028,1000.21101,12.767,Transit,2019,HATSouth
HATS-58 A b,HATS-58 A,0.05798,0.168,327.3649,12.274,Transit,2019,HATSouth
HATS-59 b,HATS-59,0.06112,0.129,256.17098,12.621,Transit,2018,HATSouth
HATS-59 c,HATS-59,2.504,0.083,4036.441,12.3,Radial Velocity,2018,HATSouth
HATS-6 b,HATS-6,0.03623,0.0,101.38777,11.187,Transit,2015,HATSouth
HATS-60 b,HATS-60,0.04708,0.191,210.40346,12.924,Transit,2018,HATSouth
HATS-61 b,HATS-61,0.07908,0.092,1080.622,13.395,Transit,2018,HATSouth
HATS-62 b,HATS-62,0.04163,0.298,56.89157,11.825,Transit,2018,HATSouth
HATS-63 b,HATS-63,0.04026,0.136,305.1168,13.529,Transit,2018,HATSouth
HATS-64 b,HATS-64,0.06562,0.151,305.1168,18.82,Transit,2018,HATSouth
HATS-65 b,HATS-65,0.04497,0.062,260.93843,16.825,Transit,2018,HATSouth
HATS-66 b,HATS-66,0.04714,0.064,1694.0339,15.816,Transit,2018,HATSouth
HATS-67 b,HATS-67,0.03032,0.057,460.8535,18.887,Transit,2018,HATSouth
HATS-68 b,HATS-68,0.05071,0.036,410.0007,13.809,Transit,2018,HATSouth
HATS-69 b,HATS-69,0.03211,0.519,183.38791,10.593,Transit,2018,HATSouth
HATS-7 b,HATS-7,0.04012,0.17,38.1396,6.311,Transit,2015,HATSouth
HATS-70 b,HATS-70,0.03632,0.18,4100.007,15.513,Transit,2019,HATSouth
HATS-71 b,HATS-71,0.03745,0.0,117.5971,11.478,Transit,2020,HATSouth
HATS-72 b,HATS-72,0.066517,0.013,39.85588,8.097,Transit,2020,HATSouth
HATS-74 A b,HATS-74 A,0.02384,0.044,464.02947,11.568,Transit,2021,HATSouth
HATS-75 b,HATS-75,0.032742,0.064,156.05375,9.909,Transit,2021,HATSouth
HATS-76 b,HATS-76,0.02658,0.062,835.57088,12.094,Transit,2021,HATSouth
HATS-77 b,HATS-77,0.03607,0.045,436.69623,13.058,Transit,2021,HATSouth
HATS-8 b,HATS-8,0.04667,0.376,43.86054,9.785,Transit,2015,HATSouth
HATS-9 b,HATS-9,0.0312,0.075,266.02371,13.85,Transit,2015,HATSouth
HD 100655 b,HD 100655,0.68,0.09,511.7063,13.5,Radial Velocity,2011,Bohyunsan Optical Astronomical Observatory
HD 100777 b,HD 100777,1.03,0.36,327.3649,13.8,Radial Velocity,2007,La Silla Observatory
HD 10180 c,HD 10180,0.06412,0.073,13.1,3.68,Radial Velocity,2010,La Silla Observatory
HD 10180 d,HD 10180,0.12859,0.131,11.75,3.45,Radial Velocity,2010,La Silla Observatory
HD 10180 e,HD 10180,0.2699,0.051,25.1,5.39,Radial Velocity,2010,La Silla Observatory
HD 10180 f,HD 10180,0.4929,0.119,23.9,5.24,Radial Velocity,2010,La Silla Observatory
HD 10180 g,HD 10180,1.427,0.263,21.4,4.91,Radial Velocity,2010,La Silla Observatory
HD 10180 h,HD 10180,3.381,0.095,64.4,9.4,Radial Velocity,2010,La Silla Observatory
HD 101930 b,HD 101930,0.3,0.11,79.4575,10.6,Radial Velocity,2005,La Silla Observatory
HD 102117 b,HD 102117,0.15,0.12,54.0311,8.47,Radial Velocity,2005,La Silla Observatory
HD 102195 b,HD 102195,0.05,0.0,130.3103,14.2,Radial Velocity,2006,Kitt Peak National Observatory
HD 102272 b,HD 102272,0.51,0.05,1570.0802,12.9,Radial Velocity,2008,McDonald Observatory
HD 102329 b,HD 102329,1.81,0.21,2593.4928,12.6,Radial Velocity,2011,W. M. Keck Observatory
HD 102365 b,HD 102365,0.46,0.34,16.0,4.14,Radial Velocity,2010,Anglo-Australian Telescope
HD 102843 b,HD 102843,4.074,0.11,113.9,13.1,Radial Velocity,2019,Las Campanas Observatory
HD 102956 b,HD 102956,0.0807,0.037,305.1168,13.8,Radial Velocity,2010,W. M. Keck Observatory
HD 103197 b,HD 103197,0.25,0.0,28.6047,5.83,Radial Velocity,2009,La Silla Observatory
HD 103720 b,HD 103720,0.0498,0.086,197.046,14.1,Radial Velocity,2014,La Silla Observatory
HD 103774 b,HD 103774,0.07,0.09,116.0,13.3,Radial Velocity,2013,La Silla Observatory
HD 103891 b,HD 103891,3.27,0.31,918.5241,13.2,Radial Velocity,2022,La Silla Observatory
HD 103949 b,HD 103949,0.439,0.19,11.2,3.35,Radial Velocity,2019,Las Campanas Observatory
HD 104067 b,HD 104067,0.26,0.0,50.8528,8.18,Radial Velocity,2009,La Silla Observatory
HD 10442 b,HD 10442,2.01,0.132,472.61321,13.6,Radial Velocity,2014,W. M. Keck Observatory
HD 104985 b,HD 104985,0.95,0.09,2637.9,12.6,Radial Velocity,2003,Okayama Astrophysical Observatory
HD 105618 b,HD 105618,0.091,0.455,25.42627,5.44,Radial Velocity,2022,Multiple Observatories
HD 105618 c,HD 105618,35.731,0.126,8419.59233,11.9,Radial Velocity,2022,Multiple Observatories
HD 105779 b,HD 105779,3.38,0.0,203.41018,14.1,Radial Velocity,2022,La Silla Observatory
HD 106252 b,HD 106252,2.61,0.48,3178.28407,12.5,Radial Velocity,2002,Lick Observatory
HD 106270 b,HD 106270,3.34,0.185,3623.24384,12.4,Radial Velocity,2011,W. M. Keck Observatory
HD 106315 b,HD 106315,0.0907,0.093,12.6,2.44,Transit,2017,K2
HD 106315 c,HD 106315,0.1536,0.22,15.2,4.35,Transit,2017,K2
HD 10647 b,HD 10647,2.015,0.15,298.75,13.8,Radial Velocity,2006,W. M. Keck Observatory
HD 106515 A b,HD 106515 A,4.491,0.565,3025.09078,12.5,Radial Velocity,2012,La Silla Observatory
HD 10697 b,HD 10697,2.051,0.104,1825.28854,12.8,Radial Velocity,1999,W. M. Keck Observatory
HD 107148 b,HD 107148,0.269,0.05,66.741,9.6,Radial Velocity,2005,W. M. Keck Observatory
HD 107148 c,HD 107148,0.1407,0.34,19.89606,4.7,Radial Velocity,2021,Multiple Observatories
HD 108147 b,HD 108147,0.102,0.53,82.95,10.9,Radial Velocity,2002,La Silla Observatory
HD 108236 b,HD 108236,0.04527,0.045,3.24,1.615,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 108236 c,HD 108236,0.062,0.034,4.94,2.071,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 108236 d,HD 108236,0.1074,0.055,6.98,2.539,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 108236 e,HD 108236,0.1367,0.058,9.71,3.083,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 108236 f,HD 108236,0.1758,0.051,4.72,2.017,Transit,2021,CHaracterising ExOPlanets Satellite (CHEOPS)
HD 108341 b,HD 108341,2.0,0.85,715.11392,13.3,Radial Velocity,2014,La Silla Observatory
HD 108863 b,HD 108863,1.32,0.032,767.24162,13.3,Radial Velocity,2011,W. M. Keck Observatory
HD 108874 b,HD 108874,1.04,0.13,451.3186,13.6,Radial Velocity,2002,W. M. Keck Observatory
HD 108874 c,HD 108874,2.659,0.239,314.64,13.8,Radial Velocity,2005,W. M. Keck Observatory
HD 109246 b,HD 109246,0.33,0.12,273.3338,13.9,Radial Velocity,2010,Haute-Provence Observatory
HD 109271 b,HD 109271,0.079,0.25,17.162,4.31,Radial Velocity,2013,La Silla Observatory
HD 109271 c,HD 109271,0.196,0.15,24.154,5.27,Radial Velocity,2013,La Silla Observatory
HD 109286 b,HD 109286,1.259,0.338,950.30694,13.2,Radial Velocity,2021,Haute-Provence Observatory
HD 109749 b,HD 109749,0.0615,0.0,85.8141,11.1,Radial Velocity,2005,W. M. Keck Observatory
HD 10975 b,HD 10975,0.95,0.442,143.02278,14.3,Radial Velocity,2021,Okayama Astrophysical Observatory
HD 109988 b,HD 109988,12.518,0.056,6935.33367,12.1,Radial Velocity,2022,Multiple Observatories
HD 110014 b,HD 110014,2.14,0.462,3524.59,12.4,Radial Velocity,2009,La Silla Observatory
HD 110082 b,HD 110082,0.113,0.2,10.3,3.2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
HD 110113 b,HD 110113,0.035,0.093,4.55,2.05,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
HD 110113 c,HD 110113,0.068,0.045,10.5,3.23,Radial Velocity,2021,La Silla Observatory
HD 110537 b,HD 110537,16.714,0.401,8612.832,11.9,Radial Velocity,2022,Multiple Observatories
HD 11112 b,HD 11112,13.38,0.285,2598.56506,12.6,Radial Velocity,2022,Multiple Observatories
HD 111232 b,HD 111232,2.148,0.214,2531.50326,12.6,Radial Velocity,2003,La Silla Observatory
HD 111232 c,HD 111232,17.25,0.558,5740.93452,12.2,Radial Velocity,2022,Multiple Observatories
HD 111591 b,HD 111591,2.5,0.26,1398.452,12.9,Radial Velocity,2017,Multiple Observatories
HD 111998 b,HD 111998,1.82,0.03,1433.4133,12.9,Radial Velocity,2016,La Silla Observatory
HD 112640 b,HD 112640,1.7,0.24,1589.15,12.9,Radial Velocity,2020,Bohyunsan Optical Astronomical Observatory
HD 113337 b,HD 113337,1.022,0.28,1035.80278,13.1,Radial Velocity,2013,Haute-Provence Observatory
HD 113337 c,HD 113337,6.805,0.164,6299.67686,12.1,Radial Velocity,2022,Multiple Observatories
HD 11343 c,HIP 8541,0.923,0.169,255.53404,13.9,Radial Velocity,2022,Multiple Observatories
HD 113538 b,HD 113538,1.24,0.14,114.41,13.2,Radial Velocity,2010,La Silla Observatory
HD 113538 c,HD 113538,2.44,0.2,295.57,13.8,Radial Velocity,2010,La Silla Observatory
HD 113996 b,HD 113996,1.6,0.28,2002.329,12.7,Radial Velocity,2017,Bohyunsan Optical Astronomical Observatory
HD 114082 b,HD 114082,0.5109,0.395,2542.62726,11.209,Radial Velocity,2022,La Silla Observatory
HD 114386 b,HD 114386,1.73,0.23,362.3262,13.7,Radial Velocity,2003,La Silla Observatory
HD 114613 b,HD 114613,5.34,0.458,113.46531,13.1,Radial Velocity,2014,Anglo-Australian Telescope
HD 114729 b,HD 114729,2.067,0.079,262.20975,13.9,Radial Velocity,2002,W. M. Keck Observatory
HD 114783 b,HD 114783,1.16,0.144,349.6,13.7,Radial Velocity,2001,W. M. Keck Observatory
HD 114783 c,HD 114783,4.97,0.0,194.19413,14.1,Radial Velocity,2018,W. M. Keck Observatory
HD 11505 b,HD 11505,20.247,0.144,2510.52659,12.6,Radial Velocity,2022,Multiple Observatories
HD 11506 b,HD 11506,2.8,0.391,1551.00263,12.9,Radial Velocity,2007,W. M. Keck Observatory
HD 11506 c,HD 11506,0.75,0.233,117.27868,13.4,Radial Velocity,2008,W. M. Keck Observatory
HD 11506 d,HD 11506,12.235,0.061,2346.52713,12.6,Radial Velocity,2022,Multiple Observatories
HD 115404 A b,HD 115404 A,0.088,0.232,30.82936,6.09,Radial Velocity,2022,Multiple Observatories
HD 115404 A c,HD 115404 A,11.364,0.211,3279.67133,12.5,Radial Velocity,2022,Multiple Observatories
HD 115954 b,HD 115954,5.0,0.487,2685.65004,12.6,Radial Velocity,2021,Haute-Provence Observatory
HD 116029 b,HD 116029,1.65,0.0,444.962,13.6,Radial Velocity,2011,W. M. Keck Observatory
HD 117207 b,HD 117207,3.787,0.157,669.34663,13.4,Radial Velocity,2004,W. M. Keck Observatory
HD 11755 b,HD 11755,1.09,0.19,1789.3829,12.8,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory
HD 117618 b,HD 117618,0.18,0.15,55.30242,8.59,Radial Velocity,2004,Anglo-Australian Telescope
HD 118203 b,HD 118203,0.07,0.31,886.7457,13.138,Radial Velocity,2005,Haute-Provence Observatory
HD 11964 b,HD 11964,3.16,0.041,198.0,14.1,Radial Velocity,2005,W. M. Keck Observatory
HD 11964 c,HD 11964,0.229,0.3,25.0,5.38,Radial Velocity,2008,W. M. Keck Observatory
HD 11977 b,HD 11977,1.93,0.4,2080.0,12.7,Radial Velocity,2005,La Silla Observatory
HD 120084 b,HD 120084,4.341,0.732,1831.32728,12.8,Radial Velocity,2013,Okayama Astrophysical Observatory
HD 121504 b,HD 121504,0.33,0.03,479.9233,13.6,Radial Velocity,2003,La Silla Observatory
HD 12235 b,HD 12235,0.054,0.376,10.48834,3.23,Radial Velocity,2022,Multiple Observatories
HD 12235 c,HD 12235,22.21,0.174,3135.69506,12.5,Radial Velocity,2022,Multiple Observatories
HD 122562 c,HD 122562,0.406,0.228,73.10053,10.1,Radial Velocity,2022,Multiple Observatories
HD 124330 b,HD 124330,0.86,0.34,238.37131,14.0,Radial Velocity,2021,Haute-Provence Observatory
HD 12484 b,HD 12484,0.297,0.07,947.1334,13.2,Radial Velocity,2016,Haute-Provence Observatory
HD 125271 b,HD 125271,10.817,0.165,3465.60095,12.4,Radial Velocity,2022,Multiple Observatories
HD 125390 b,HD 125390,3.496,0.597,8646.20398,11.9,Radial Velocity,2019,W. M. Keck Observatory
HD 125595 b,HD 125595,0.08,0.0,6.3566,2.4,Radial Velocity,2009,La Silla Observatory
HD 125612 b,HD 125612,1.349,0.446,945.22168,13.2,Radial Velocity,2007,W. M. Keck Observatory
HD 125612 c,HD 125612,0.051,0.149,15.57359,4.07,Radial Velocity,2009,La Silla Observatory
HD 125612 d,HD 125612,3.982,0.115,2281.37231,12.7,Radial Velocity,2009,La Silla Observatory
HD 12648 b,HD 12648,0.54,0.04,622.9468,13.4,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory
HD 126525 b,HD 126525,1.837,0.035,75.32571,10.3,Radial Velocity,2018,La Silla Observatory
HD 12661 b,HD 12661,0.84,0.38,772.3269,13.3,Radial Velocity,2000,Multiple Observatories
HD 12661 c,HD 12661,2.8145,0.031,575.884,13.4,Radial Velocity,2002,Multiple Observatories
HD 126614 b,HD 126614,2.249,0.548,107.74383,12.7,Radial Velocity,2009,W. M. Keck Observatory
HD 127506 b,HD 127506,0.287,0.24,27.33324,5.67,Radial Velocity,2022,Multiple Observatories
HD 128311 b,HD 128311,1.084,0.303,562.24127,13.5,Radial Velocity,2002,W. M. Keck Observatory
HD 128311 c,HD 128311,1.74,0.159,1204.25787,13.0,Radial Velocity,2005,W. M. Keck Observatory
HD 128356 b,HD 128356,0.87,0.57,282.8687,13.9,Radial Velocity,2016,Multiple Observatories
HD 129445 b,HD 129445,2.9,0.7,797.7493,13.3,Radial Velocity,2009,Las Campanas Observatory
HD 130322 b,HD 130322,0.0925,0.029,365.49,13.7,Radial Velocity,1999,La Silla Observatory
HD 131496 b,HD 131496,2.01,0.181,572.094,13.4,Radial Velocity,2011,W. M. Keck Observatory
HD 13167 b,HD 13167,4.1,0.563,1052.0173,13.1,Radial Velocity,2018,W. M. Keck Observatory
HD 13189 b,HD 13189,1.25,0.27,3480.2385,12.4,Radial Velocity,2005,Thueringer Landessternwarte Tautenburg
HD 132406 b,HD 132406,1.98,0.34,1970.53612,12.7,Radial Velocity,2007,Haute-Provence Observatory
HD 132563 b,HD 132563,2.62,0.22,473.547,13.6,Radial Velocity,2011,Roque de los Muchachos Observatory
HD 133131 A b,HD 133131 A,1.44,0.33,451.3186,13.6,Radial Velocity,2016,Las Campanas Observatory
HD 133131 A c,HD 133131 A,4.49,0.49,133.4886,14.3,Radial Velocity,2016,Las Campanas Observatory
HD 133131 B b,HD 133131 B,6.15,0.61,794.575,13.3,Radial Velocity,2016,Las Campanas Observatory
HD 134060 b,HD 134060,0.0444,0.45,10.1,3.16,Radial Velocity,2019,La Silla Observatory
HD 134060 c,HD 134060,2.3928,0.11,29.29,5.91,Radial Velocity,2019,La Silla Observatory
HD 134987 b,HD 134987,0.81,0.23,511.7063,13.5,Radial Velocity,1999,W. M. Keck Observatory
HD 134987 c,HD 134987,5.8,0.12,260.0,13.9,Radial Velocity,2009,Multiple Observatories
HD 135872 b,HD 135872,4.172,0.164,1744.56013,12.8,Radial Velocity,2022,Multiple Observatories
HD 136118 b,HD 136118,2.327,0.344,4164.18779,12.3,Radial Velocity,2022,Multiple Observatories
HD 136352 b,HD 136352,0.0964,0.0,4.72,1.664,Radial Velocity,2019,La Silla Observatory
HD 136352 c,HD 136352,0.1721,0.0,11.24,2.916,Radial Velocity,2019,La Silla Observatory
HD 136352 d,HD 136352,0.425,0.0,8.82,2.562,Radial Velocity,2019,La Silla Observatory
HD 136418 b,HD 136418,1.29,0.25,680.1562,13.3,Radial Velocity,2009,W. M. Keck Observatory
HD 136925 b,HD 136925,5.13,0.103,266.97586,13.9,Radial Velocity,2021,Multiple Observatories
HD 13724 c,HD 13724,0.534,0.651,50.85255,8.18,Radial Velocity,2022,Multiple Observatories
HD 137388 b,HD 137388,0.89,0.36,63.566,9.32,Radial Velocity,2011,La Silla Observatory
HD 137496 b,HD 137496,0.02732,0.0,4.04,1.31,Transit,2021,K2
HD 137496 c,HD 137496,1.2163,0.477,2434.5656,12.6,Radial Velocity,2021,Multiple Observatories
HD 13808 b,HD 13808,0.10519,0.071,11.2,3.35,Radial Velocity,2021,La Silla Observatory
HD 13808 c,HD 13808,0.2554,0.156,9.96,3.13,Radial Velocity,2021,La Silla Observatory
HD 13908 b,HD 13908,0.154,0.02,274.91,13.9,Radial Velocity,2013,Haute-Provence Observatory
HD 13908 c,HD 13908,2.03,0.12,1630.4,12.8,Radial Velocity,2013,Haute-Provence Observatory
HD 13931 b,HD 13931,5.15,0.02,889.91954,13.2,Radial Velocity,2009,W. M. Keck Observatory
HD 139357 b,HD 139357,2.949,0.099,6315.56828,12.1,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg
HD 1397 b,HD 1397,0.1097,0.251,131.89945,11.5,Transit,2018,Transiting Exoplanet Survey Satellite (TESS)
HD 14067 b,HD 14067,5.236,0.681,5001.66564,12.2,Radial Velocity,2014,Okayama Astrophysical Observatory
HD 140901 b,HD 140901,0.085,0.472,15.57359,4.07,Radial Velocity,2022,Multiple Observatories
HD 140901 c,HD 140901,7.421,0.607,1997.23371,12.7,Radial Velocity,2022,Multiple Observatories
HD 141004 b,HD 141004,0.1238,0.16,13.63484,3.77,Radial Velocity,2021,Multiple Observatories
HD 141399 b,HD 141399,0.415,0.04,143.34133,14.3,Radial Velocity,2014,Multiple Observatories
HD 141399 c,HD 141399,0.689,0.048,422.7139,13.6,Radial Velocity,2014,Multiple Observatories
HD 141399 d,HD 141399,2.09,0.074,375.0394,13.7,Radial Velocity,2014,Multiple Observatories
HD 141399 e,HD 141399,5.0,0.26,209.7678,14.1,Radial Velocity,2014,Multiple Observatories
HD 141937 b,HD 141937,1.5,0.41,3079.7727,12.5,Radial Velocity,2002,La Silla Observatory
HD 142 A d,HD 142,0.474,0.13,82.63539,10.9,Radial Velocity,2022,Multiple Observatories
